"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: Total","2014",12.274,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: Russian Federation","2014",0.69,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: Commonwealth of Independent States","2014",3.127,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: Europe","2014",0.802,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: North America","2014",0.631,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Total","Country of citizenship: Other countries","2014",7.024,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Male","Country of citizenship: Total","2014",6.501,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HIES - Households Living Conditions Survey","Sex: Female","Country of citizenship: Total","2014",5.773,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Total","Country of citizenship: Total","2012",5.122,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Male","Country of citizenship: Total","2012",2.176,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Female","Country of citizenship: Total","2012",2.946,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Total","Country of citizenship: Total","2011",1.323,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Male","Country of citizenship: Total","2011",0.486,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Female","Country of citizenship: Total","2011",0.837,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Total","Country of citizenship: Total","2010",2.101,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Male","Country of citizenship: Total","2010",0.906,,"Definition of migrants: Migrants (definition unspecified)",
"Armenia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","HS - Integrated Survey on Migration","Sex: Female","Country of citizenship: Total","2010",1.195,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Total","2005",362.18,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Afghanistan","2005",2.7,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Albania","2005",0.17,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Algeria","2005",0.08,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: American Samoa","2005",0.03,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Angola","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Argentina","2005",0.43,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Armenia","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Australia","2005",50.23,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Austria","2005",0.45,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Azerbaijan","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bahamas","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bahrain","2005",0.15,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bangladesh","2005",2.2,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Barbados","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Belarus","2005",0.1,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Belgium","2005",0.37,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bermuda","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bhutan","2005",0.05,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bolivia","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bosnia and Herzegovina","2005",0.46,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Botswana","2005",0.19,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Brazil","2005",2.15,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Brunei Darussalam","2005",0.29,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Bulgaria","2005",0.15,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Burundi","2005",0.43,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Cambodia","2005",0.84,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Cameroon","2005",0.03,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Canada","2005",3.96,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Channel Islands","2005",0.26,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Chile","2005",0.59,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: China","2005",30.08,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Colombia","2005",0.75,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Congo","2005",0.22,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Congo, Democratic Republic of the","2005",0.15,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Cook Islands","2005",0.39,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Costa Rica","2005",0.03,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Croatia","2005",0.52,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Cuba","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Curaçao","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Cyprus","2005",0.15,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Czech Republic","2005",0.64,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Côte d'Ivoire","2005",0.16,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Denmark","2005",0.6,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Djibouti","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Dominican Republic","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Ecuador","2005",0.07,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Egypt","2005",1.22,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: El Salvador","2005",0.11,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Eritrea","2005",0.16,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Estonia","2005",0.13,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Ethiopia","2005",0.53,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Fiji","2005",2.52,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Finland","2005",0.34,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: France","2005",2.85,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: French Polynesia","2005",0.05,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Georgia","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Germany","2005",4.94,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Gibraltar","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Greece","2005",1.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Grenada","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Guatemala","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Guinea","2005",0.17,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Guyana","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Haiti","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Honduras","2005",0.01,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Hong Kong, China","2005",5.4,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Hungary","2005",0.42,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Iceland","2005",0.05,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: India","2005",23.26,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Indonesia","2005",6.46,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Iran, Islamic Rep. of","2005",1.55,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Iraq","2005",2.57,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Ireland","2005",4.22,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Israel","2005",0.79,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Italy","2005",1.67,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Jamaica","2005",0.05,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Japan","2005",8.61,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Jordan","2005",0.36,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Kazakhstan","2005",0.09,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Kenya","2005",1.24,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Kiribati","2005",0.08,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Korea, Dem. People's Rep. of","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Korea, Republic of","2005",11.63,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Kuwait","2005",0.26,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Kyrgyzstan","2005",0.03,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Lao People's Dem. Rep.","2005",0.22,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Latvia","2005",0.21,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Lebanon","2005",2.27,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Lesotho","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Liberia","2005",0.84,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Libyan Arab Jamahiriya","2005",0.04,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Lithuania","2005",0.13,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Luxembourg","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Macau, China","2005",0.19,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Macedonia, The former Yugoslav Rep. of","2005",0.76,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Madagascar","2005",0.02,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Malawi","2005",0.07,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Malaysia","2005",10.08,,"Definition of migrants: Migrants (definition unspecified)",
"Australia","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","ADM - Administrative Records of the National statistical Office","Sex: Total","Country of citizenship: Maldives","2005",0.08,,"Definition of migrants: Migrants (definition unspecified)",
