"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Armenia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Household Labour Force Survey","Sex: Female","Education (Aggregate levels): Basic","2018",0,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 75 years old"
"Armenia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Household Labour Force Survey","Sex: Female","Education (Aggregate levels): Intermediate","2018",1.283,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 75 years old"
"Armenia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Household Labour Force Survey","Sex: Female","Education (Aggregate levels): Advanced","2018",0.102,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 75 years old"
"Armenia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Household Labour Force Survey","Sex: Female","Education (Aggregate levels): Level not stated","2018",0,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 75 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): Total","2017",5817.764,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): X. No schooling","2017",30.938,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 1. Primary education","2017",408.164,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 2. Lower secondary education","2017",651.902,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 3. Upper secondary education","2017",1640.552,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2017",171.569,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","2017",624.649,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2017",1509.7,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","2017",538.468,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","2017",95.333,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Total","Education (ISCED-11): 9. Not elsewhere classified","2017",150.952,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): Total","2017",2853.813,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): X. No schooling","2017",12.087,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 1. Primary education","2017",174.441,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 2. Lower secondary education","2017",286.84,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 3. Upper secondary education","2017",895.035,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 4. Post-secondary non-tertiary education","2017",81.73,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","2017",296.486,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","2017",688.568,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","2017",281.997,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","2017",55.77,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Male","Education (ISCED-11): 9. Not elsewhere classified","2017",80.089,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): Total","2017",2965.281,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): X. No schooling","2017",20.91,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 1. Primary education","2017",235.507,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 2. Lower secondary education","2017",362.438,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 3. Upper secondary education","2017",743.707,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 4. Post-secondary non-tertiary education","2017",86.871,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","2017",330.864,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","2017",821.575,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","2017",256.481,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","2017",36.974,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Australia","Inflow of working-age foreign-born population by sex and education (thousands)","HS - Survey of Education and Work","Sex: Female","Education (ISCED-11): 9. Not elsewhere classified","2017",70.358,,"Remarks: Data randomly adjusted for confidentiality protection. Sum of items may not equal to the total.","Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding resident foreign diplomats and regular military living in barracks | Age coverage - maximum age: 74 years old"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Total","2020",1746.371,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Less than basic","2020",155.663,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Basic","2020",509.991,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Intermediate","2020",522.625,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Advanced","2020",558.092,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Total","Education (Aggregate levels): Level not stated","2020",0,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Total","2020",832.293,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Less than basic","2020",62.991,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Basic","2020",248.397,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Intermediate","2020",261.292,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Advanced","2020",259.615,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Male","Education (Aggregate levels): Level not stated","2020",0,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Total","2020",914.077,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Less than basic","2020",92.672,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Basic","2020",261.594,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Intermediate","2020",261.334,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Advanced","2020",298.477,,,"Population coverage: Excluding armed forces and/or conscripts"
"Belgium","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Labour Force Survey","Sex: Female","Education (Aggregate levels): Level not stated","2020",0,,,"Population coverage: Excluding armed forces and/or conscripts"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Total","2019",31.116,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Less than basic","2019",17.153,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Basic","2019",8.73,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Intermediate","2019",2.147,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Advanced","2019",3.079,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Total","Education (Aggregate levels): Level not stated","2019",0.007,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Total","2019",16.739,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Less than basic","2019",8.512,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Basic","2019",4.935,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Intermediate","2019",1.231,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Advanced","2019",2.056,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Male","Education (Aggregate levels): Level not stated","2019",0.005,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Total","2019",14.377,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Less than basic","2019",8.641,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Basic","2019",3.795,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Intermediate","2019",0.916,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Advanced","2019",1.023,,,"Data reference period: December"
"Burkina Faso","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population Census","Sex: Female","Education (Aggregate levels): Level not stated","2019",0.002,,,"Data reference period: December"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Total","2017",57.697,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Less than basic","2017",6.678,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Basic","2017",9.521,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Intermediate","2017",21.784,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Advanced","2017",17.86,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Level not stated","2017",1.854,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Total","2017",30.236,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Less than basic","2017",3.772,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Basic","2017",5.196,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Intermediate","2017",11.67,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Advanced","2017",8.605,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Male","Education (Aggregate levels): Level not stated","2017",0.993,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Total","2017",27.461,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Less than basic","2017",2.906,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Basic","2017",4.325,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Intermediate","2017",10.114,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Advanced","2017",9.255,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Female","Education (Aggregate levels): Level not stated","2017",0.861,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Total","2016",116.138,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Less than basic","2016",13.603,,,"Data reference period: April"
"Chile","Inflow of working-age foreign-born population by sex and education (thousands)","PC - Population and Housing Census","Sex: Total","Education (Aggregate levels): Basic","2016",19.763,,,"Data reference period: April"
