country,population,region,est_modern_slavery_per_1000_population,est_people_in_modern_slavery,governance_issues,lack_of_basic_needs,inequality,disenfranchised_groups,effects_of_conflict,total_vulnerability_score_percent,slavery_survivors_remain_out_of_slavery_percent,criminal_justice_prevents_modern_slavery_percent,government_coordination_and_response_accountability_percent,social_risks_address_modern_slavery_percent,government_and_businesses_dont_source_forced_labor_percent,total_government_response_percent
Barbados,287000,Americas,,,,,,,,,36.3636360168457,53.84615325927734,37.5,50,0,41.02564239501953
Belarus,9449000,Europe and Central Asia,11.34423828125,107000,52.71936351648357,31.28468262982643,26.57106297810873,63.5406772745818,17.77573139270257,41.05485713028258,63.6363639831543,50,37.5,50,0,47.43589782714844
Belgium,11590000,Europe and Central Asia,0.9710318446159363,11000,14.92273147998902,21.65028311044418,26.86235043098348,18.16692166462668,28.6413685590825,10.80593386164617,45.45454406738281,65.38461303710938,75,71.42857360839844,37.5,58.97435760498047
Belize,398000,Americas,,,,,,,,,50,57.69230651855469,37.5,42.85714340209961,0,44.87179565429688
Benin,12123000,Africa,3.042785406112671,37000,49.35994350318878,45.77594520013817,47.40919314995521,58.38188494492044,18.3120243260178,48.04940072709778,31.81818199157715,53.84615325927734,50,42.85714340209961,0,39.74359130859375
Bolivia,11673000,Americas,7.15239953994751,83000,47.87165013807748,39.57247182686994,48.60457140586751,62.65361077111383,19.9102065973415,46.69743586023478,31.81818199157715,57.69230651855469,75,57.14285659790039,12.5,47.43589782714844
Bosnia and Herzegovina,3281000,Europe and Central Asia,10.08794212341309,33000,38.17500910508294,21.86154903064917,34.7213682725891,74.46081191350468,26.11815184470261,36.17146455125945,68.18181610107422,65.38461303710938,62.5,57.14285659790039,0,57.69230651855469
Botswana,2352000,Africa,1.842855215072632,4000,47.18469310309364,47.92823314490334,54.72394866932779,48.98806609547124,5.325365343759019,44.94726294166183,31.81818199157715,53.84615325927734,62.5,50,0,42.30769348144531
Brazil,212559000,Americas,4.954716682434082,1053000,49.73097794975531,27.70671295631204,67.30438428774414,47.05410036719707,30.82213200640471,46.8682578663542,45.45454406738281,50,75,57.14285659790039,37.5,51.28205108642578
Brunei Darussalam,437000,Asia and the Pacific,,,,,,,,,27.27272796630859,42.30769348144531,25,57.14285659790039,0,34.61538314819336
Bulgaria,6948000,Europe and Central Asia,8.48421573638916,59000,24.23330468691563,20.87604501998591,43.82862400149332,62.36113831089352,13.67951865802781,25.8851176750635,50,65.38461303710938,62.5,57.14285659790039,25,55.12820434570313
Burkina Faso,20903000,Africa,3.701391696929932,77000,47.40394856117966,46.68903261828389,47.88870163056639,59.85555822696276,60.04078297168059,55.57506286686467,45.45454406738281,42.30769348144531,37.5,28.5714282989502,0,35.89743423461914
